country,key,value,date
ec,metal,0,10/22/17
ec,metal,0,10/29/17
ec,metal,0,11/05/17
ec,metal,0,11/12/17
ec,metal,0,11/19/17
ec,metal,0,11/26/17
ec,metal,0,12/03/17
ec,metal,0,12/10/17
ec,metal,0,12/17/17
ec,metal,0,12/24/17
ec,metal,0,12/31/17
ec,metal,1783,01/07/18
ec,punk,23,01/01/17
ec,punk,0,01/08/17
ec,punk,0,01/15/17
ec,punk,0,01/22/17
ec,punk,0,01/29/17
ec,punk,0,02/05/17
ec,punk,0,02/12/17
ec,punk,0,02/19/17
ec,punk,0,02/26/17
ec,punk,0,03/05/17
ec,punk,0,03/12/17
ec,punk,0,03/19/17
ec,punk,0,03/26/17
ec,punk,0,04/02/17
ec,punk,0,04/09/17
ec,punk,0,04/16/17
ec,punk,0,04/23/17
ec,punk,0,04/30/17
ec,punk,0,05/07/17
ec,punk,0,05/14/17
ec,punk,0,05/21/17
ec,punk,0,05/28/17
ec,punk,0,06/04/17
ec,punk,0,06/11/17
ec,punk,0,06/18/17
ec,punk,0,06/25/17
ec,punk,0,07/02/17
ec,punk,0,07/09/17
ec,punk,0,07/16/17
ec,punk,0,07/23/17
ec,punk,0,07/30/17
ec,punk,0,08/06/17
ec,punk,0,08/13/17
ec,punk,0,08/20/17
ec,punk,0,08/27/17
ec,punk,0,09/03/17
ec,punk,0,09/10/17
ec,punk,0,09/17/17
ec,punk,0,09/24/17
ec,punk,0,10/01/17
ec,punk,0,10/08/17
ec,punk,0,10/15/17
ec,punk,0,10/22/17
ec,punk,0,10/29/17
ec,punk,0,11/05/17
ec,punk,0,11/12/17
ec,punk,0,11/19/17
ec,punk,0,11/26/17
ec,punk,0,12/03/17
ec,punk,0,12/10/17
ec,punk,0,12/17/17
ec,punk,0,12/24/17
ec,punk,0,12/31/17
ec,punk,0,01/07/18
ec,rock,9141,01/01/17
ec,rock,10480,01/08/17
ec,rock,9010,01/15/17
ec,rock,10405,01/22/17
ec,rock,7176,01/29/17
ec,rock,4165,02/05/17
ec,rock,1486,02/12/17
ec,rock,1363,02/19/17
ec,rock,1238,02/26/17
ec,rock,0,03/05/17
ec,rock,0,03/12/17
ec,rock,1424,03/19/17
ec,rock,0,03/26/17
ec,rock,0,04/02/17
ec,rock,0,04/09/17
ec,rock,0,04/16/17
ec,rock,0,04/23/17
ec,rock,0,04/30/17
ec,rock,0,05/07/17
ec,rock,1509,05/14/17
ec,rock,0,05/21/17
ec,rock,3040,05/28/17
ec,rock,1568,06/04/17
ec,rock,4660,06/11/17
ec,rock,0,06/18/17
ec,rock,0,06/25/17
ec,rock,0,07/02/17
ec,rock,3448,07/09/17
ec,rock,1741,07/16/17
ec,rock,0,07/23/17
ec,rock,0,07/30/17
ec,rock,0,08/06/17
ec,rock,0,08/13/17
ec,rock,0,08/20/17
ec,rock,0,08/27/17
ec,rock,0,09/03/17
ec,rock,3761,09/10/17
ec,rock,0,09/17/17
ec,rock,0,09/24/17
ec,rock,0,10/01/17
ec,rock,7197,10/08/17
ec,rock,15806,10/15/17
ec,rock,15152,10/22/17
ec,rock,14837,10/29/17
ec,rock,17085,11/05/17
ec,rock,12213,11/12/17
ec,rock,16771,11/19/17
ec,rock,9738,11/26/17
ec,rock,7857,12/03/17
ec,rock,13742,12/10/17
ec,rock,5824,12/17/17
ec,rock,0,12/24/17
ec,rock,17280,12/31/17
ec,rock,7850,01/07/18
ec,jazz,24,01/01/17
ec,jazz,0,01/08/17
ec,jazz,0,01/15/17
ec,jazz,0,01/22/17
ec,jazz,0,01/29/17
ec,jazz,0,02/05/17
ec,jazz,0,02/12/17
ec,jazz,0,02/19/17
ec,jazz,0,02/26/17
ec,jazz,0,03/05/17
ec,jazz,0,03/12/17
ec,jazz,0,03/19/17
ec,jazz,0,03/26/17
ec,jazz,0,04/02/17
ec,jazz,0,04/09/17
ec,jazz,0,04/16/17
ec,jazz,0,04/23/17
ec,jazz,0,04/30/17
ec,jazz,0,05/07/17
ec,jazz,0,05/14/17
ec,jazz,0,05/21/17
ec,jazz,0,05/28/17
ec,jazz,0,06/04/17
ec,jazz,0,06/11/17
ec,jazz,0,06/18/17
ec,jazz,0,06/25/17
ec,jazz,0,07/02/17
ec,jazz,0,07/09/17
ec,jazz,0,07/16/17
ec,jazz,0,07/23/17
ec,jazz,0,07/30/17
ec,jazz,0,08/06/17
ec,jazz,0,08/13/17
ec,jazz,0,08/20/17
ec,jazz,0,08/27/17
ec,jazz,0,09/03/17
ec,jazz,0,09/10/17
ec,jazz,0,09/17/17
ec,jazz,0,09/24/17
ec,jazz,0,10/01/17
ec,jazz,0,10/08/17
ec,jazz,0,10/15/17
ec,jazz,0,10/22/17
ec,jazz,0,10/29/17
ec,jazz,0,11/05/17
ec,jazz,0,11/12/17
ec,jazz,0,11/19/17
ec,jazz,0,11/26/17
ec,jazz,0,12/03/17
ec,jazz,0,12/10/17
ec,jazz,0,12/17/17
ec,jazz,0,12/24/17
ec,jazz,0,12/31/17
ec,jazz,0,01/07/18
ec,blues,5,01/01/17
ec,blues,0,01/08/17
ec,blues,0,01/15/17
ec,blues,0,01/22/17
ec,blues,0,01/29/17
ec,blues,0,02/05/17
ec,blues,0,02/12/17
ec,blues,0,02/19/17
ec,blues,0,02/26/17
ec,blues,0,03/05/17
ec,blues,0,03/12/17
ec,blues,0,03/19/17
ec,blues,0,03/26/17
ec,blues,0,04/02/17
ec,blues,0,04/09/17
ec,blues,0,04/16/17
ec,blues,0,04/23/17
ec,blues,0,04/30/17
ec,blues,0,05/07/17
ec,blues,0,05/14/17
ec,blues,0,05/21/17
ec,blues,0,05/28/17
ec,blues,0,06/04/17
ec,blues,0,06/11/17
