id,artist_id,artist_name,genres,energy,instrumentalness,liveness,loudness,speechiness,valence,danceability,acousticness,tempo
5PdQMSGxvJcBMlvVbuaHHl,75ZTlOo6olxm9thcXVh6Ta,Kristian Kristensen,/norwegian indie/norwegian pop/,0.67,0,0.367,-4.215,0.0337,0.516,0.454,0.0643,143.924
76mOCqi8m7sYjCPa43CEaS,5iot8OPcosJN9nCl7I5SdK,Irama,/italian arena pop/,0.849,0.00000271,0.441,-5.442,0.0373,0.741,0.79,0.101,110.015
285Be304psIcCJH3gHFMWp,undefined,undefined,undefined,0.396,0,0.0644,-11.747,0.0286,0.54,0.488,0.645,140.879
2xbI8Vmyv3TkpTdywpPyNw,21WS9wngs9AqFckK7yYJPM,PnB Rock,/pop/rap/trap music/,0.6,0,0.187,-5.84,0.0438,0.0399,0.638,0.114,101.981
6rjO7ZdSUdd8W2fkWL7fK9,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,/pop/,0.355,0,0.118,-6.416,0.0398,0.644,0.556,0.581,147.58
1Pqgvd3tQqKmCSNRl1cHoH,5AmZdY72O0NVE0XxWdMfxv,Wac Toja,/polish hip hop/,0.593,0,0.255,-9.755,0.275,0.274,0.569,0.102,140.169
0OWWwH0IRJm3njG2ewmlWa,undefined,undefined,undefined,0.731,0,0.144,-6.391,0.0333,0.329,0.481,0.296,146.016
6uXv2CS9vp2UmPm9NukrKg,undefined,undefined,undefined,0.519,0,0.11,-4.386,0.0323,0.607,0.649,0.266,118.925
6qUEOWqOzu1rLPUPQ1ECpx,3CQIn7N5CuRDP8wEI7FiDA,Runâ€“D.M.C.,/east coast hip hop/hardcore hip hop/hip hop/old school hip hop/rap/,0.578,0.0000818,0.0605,-12.56,0.0468,0.944,0.759,0.00796,105.598
5uk2KjdnSdC3EwTlAndL8Z,31zdCo7PhGXLRbg0sfBUYa,The fin.,/japanese city pop/,0.801,0.0231,0.108,-7.022,0.0406,0.446,0.664,0.0376,110.033
12o6dxWGk29uIAP3OWY0pM,163tK9Wjr9P9DmM0AVK7lm,Lorde,/art pop/dance pop/metropopolis/pop/,0.437,0.00000286,0.0901,-5.581,0.0568,0.217,0.762,0.252,106.965
0k9hMENmW6soNuhwjFu7Rh,73I8kxueB7CsTlTz8YAhoY,Tilhet pajut ja muut,//,0.73,0.00000324,0.356,-4.687,0.0325,0.421,0.557,0.0253,115.909
4HXUMRdT6s6Am6YHcWmuib,02Tq76MwpeoRu3BHIAiaio,Yura Yunita,/indonesian indie/indonesian jazz/indonesian pop/world worship/,0.207,0,0.109,-8.265,0.028,0.505,0.703,0.823,95.932
1xWkyWQGADRVg4XApF1kJ1,undefined,undefined,undefined,0.633,0.00000189,0.0928,-6.671,0.0636,0.246,0.82,0.0185,99.993
22whSBHdfelPEgtXEMavLA,3dI4Io8XE33J2o04ZwjR0Y,LaLa Hsu,/c-pop/mandopop/,0.213,0.00000131,0.0962,-12.685,0.0347,0.184,0.3,0.886,74.954
0w7CasPbyj8XbBzuhcvbry,54AYfjvNjvNRpRUos9PEf7,Otto Brandenburg,/classic danish pop/danish pop rock/dansktop/,0.453,0,0.0641,-9.899,0.13,0.726,0.757,0.1,128.184
6L89mwZXSOwYl76YXfX13s,7oPftvlwr6VrsViSDV7fJY,Green Day,/modern rock/permanent wave/pop punk/punk/rock/,0.943,0.00000871,0.091,-3.205,0.0602,0.781,0.442,0.00293,85.064
2sLAykCWyB1VA5hXDjU59T,6RTC1abMgBC7Krg6qJQHJh,Duman,/deep turkish rock/turkish alternative/turkish rock/,0.438,0.001,0.0415,-5.608,0.0333,0.643,0.775,0.0298,88.718
4h9oBIwZ5he6rgXI2mgPEJ,55mdlQp6zN8zdyIYB9DDQj,JVG,/finnish dance pop/finnish hip hop/finnish pop/,0.68,0.00000647,0.0939,-6.049,0.157,0.624,0.885,0.0657,110.974
1PB6yA6o4CuJZUcVQ8UWh8,49EE6lVLgU8sp7dFgPshgM,La Adictiva Banda San JosÃ© de Mesillas,/banda/grupera/norteno/regional mexican/,0.465,0,0.0638,-3.639,0.0413,0.949,0.755,0.337,142.94
0FkLMOUTkSTPSAYkIXQ579,1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,/eurodance/europop/italo dance/,0.878,0.0227,0.364,-4.449,0.0302,0.742,0.637,0.0775,139.053
3QifYzXURVw2mVTySbKCD0,0C0XlULifJtAgn6ZNCW2eu,The Killers,/indie rock/modern rock/permanent wave/rock/vegas indie/,0.518,0.0036,0.0983,-6.83,0.0305,0.109,0.636,0.0601,117.014
1b04UOA5ReDCKqWqDvgR4H,7ruJU7jtsDqbgA23BL3VFQ,Peggy Hsu,//,0.398,0.0000208,0.104,-8.086,0.0483,0.327,0.698,0.836,134.093
2ik89zlkUwpCk7f8XzuvPX,undefined,undefined,undefined,0.502,0.0000715,0.101,-6.062,0.0564,0.206,0.387,0.433,119.808
7yTGNfswQgcfZ0Y1LLI5aA,6oMuImdp5ZcFhWP0ESe6mG,Migos,/pop/rap/trap music/,0.551,0,0.0877,-8.028,0.0961,0.357,0.837,0.159,139.083
25FTMokYEbEWHEdss5JLZS,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,/pop rock/,0.85,0.000233,0.174,-3.904,0.0495,0.633,0.625,0.346,94.661
3BnHb8LRU3gIMwjOhXfgDS,7yOobv5U0tQXYJaow5MN9P,Noord-Hollands Kinderkoor,//,0.704,0.0015,0.267,-11.754,0.035,0.961,0.555,0.0233,184.057
1fMNFmpQjc7CjXlE9LnM8T,4owt1GWUqAh4gsXT13roop,Jairzinho,/deep dutch hip hop/dutch hip hop/,0.786,0.000216,0.0967,-6.215,0.137,0.848,0.83,0.0878,115.976
34Xn2zffLXZTIS4IrrcDoX,085pc2PYOi8bGKj0PNjekA,will.i.am,/dance pop/pop/pop rap/post-teen pop/,0.533,0.000876,0.566,-7.211,0.086,0.438,0.85,0.0853,115.961
2mFVt6vCOcR71lw3kY2UZB,undefined,undefined,undefined,0.898,0.00231,0.123,-3.438,0.0657,0.683,0.604,0.0817,144.958
00pW24Ogrp16sOxTokbJz4,5nkYRuiIHg2xXHFC8bfosJ,ItaloBrothers,/dance pop/hands up/italo dance/,0.641,0,0.322,-6.732,0.045,0.517,0.683,0.0913,142.069
0o7glLPfZgns8ZF14Wlpf7,undefined,undefined,undefined,0.596,0.0000115,0.0588,-5.428,0.0621,0.673,0.811,0.00755,130.03
17MA5wx9ySC6xpXtDJh4qx,3eUEEfmelXVCaravzqPqIr,Francesco Guasti,/italian arena pop/,0.614,0,0.0805,-7.216,0.0453,0.481,0.606,0.397,139.929
3ebL18Zl7k1ma9M1jWKUvL,0GCtLaB5rBjoUpQdXogZzj,Alfred Hui,/cantopop/,0.408,0,0.102,-8.559,0.0539,0.221,0.635,0.74,125.616
095rDYLjAHYmis3vU8gRxo,2xNpeMJT0QrDfs4CFHygYi,Sons of People,/k-pop/,0.844,0,0.572,-2.257,0.0578,0.717,0.693,0.617,110.012
7j4sUNVVbPZ6mV4YwP9Yuu,undefined,undefined,undefined,0.842,0,0.143,-4.783,0.0344,0.92,0.757,0.139,115.989
1DzwtVxxP4xhBL2kQixDpJ,0Dvx6p8JDyzeOPGmaCIH1L,RAF Camora,/german hip hop/,0.616,0,0.124,-7.358,0.168,0.31,0.748,0.572,99.98
6KchrRctYX9tUIgImAt9nD,1zyompnjgnc0eWrTOVrah3,A Da,/chinese hip hop/,0.881,0,0.11,-5.718,0.183,0.654,0.912,0.0395,105.983
5UOXVWv6yAnPvTCoqSOSgC,60BNhPmsrBop6PQv3QnZH0,Adolf Fredriks Musikklasser,/barnmusik/,0.00691,0,0.0966,-36.443,0.0451,0.184,0.231,0.959,95.486
3zesxb7sOGbeSwUrzLUP0f,2wY79sveU1sp5g7SokKOiI,Sam Smith,/pop/,0.196,0.00000281,0.116,-10.368,0.0323,0.223,0.415,0.74,104.047
4EhEj41vlK9mIP2rjffcRu,2U1l35agymGrBDFeMIxVLG,Pil C,//,0.758,0,0.261,-7.763,0.205,0.337,0.749,0.463,110.016
45VGJgfQf1KH1MQps3e3Na,0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal,/bassline/grime/hip hop/house/pop rap/rap/,0.815,0.00000371,0.699,-6.373,0.298,0.623,0.653,0.125,152.96
4Tvekfes45AT2GWJlqdKar,undefined,undefined,undefined,0.656,0.00035,0.12,-6.132,0.029,0.95,0.86,0.155,114.995
75zqu0ugtQKfXaTpKX2RRw,6Kg9EvjSnEm5swmrvWCJyB,Wanda,/austropop/vienna indie/,0.864,0,0.243,-2.943,0.026,0.868,0.556,0.00836,114.145
1wRiDqvt2mY6ueADB3R8sl,2wY79sveU1sp5g7SokKOiI,Sam Smith,/pop/,0.727,0.00000181,0.211,-4.441,0.0511,0.656,0.628,0.302,95.923
0rOP1naZV8zL7ahMNTDXhL,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,/alternative hip hop/art pop/,0.78,0.301,0.111,-8.662,0.0676,0.567,0.677,0.000135,120.122
40RLLrs3LXJljYRnikGOTr,1wAtSe79kItIb9nf5EhI2Q,Niro,/french hip hop/trap francais/,0.767,0,0.376,-6.309,0.56,0.359,0.563,0.106,133.936
3fJaqjV813edLN5wrxUPkc,undefined,undefined,undefined,0.722,0.00104,0.0746,-6.097,0.038,0.133,0.755,0.00584,115.03
4LSkEJ5P5MV0y3PZqw7guJ,7DMveApC7UnC2NPfPvlHSU,Cheat Codes,/dance pop/edm/indie poptimism/pop/post-teen pop/tropical house/,0.577,0,0.0639,-8.053,0.0621,0.462,0.518,0.301,79.253
2Wq3IBzNRsCK3Rw59RcOAA,1Q0Vv9aJFSOCFFHsH3seWX,Uniikki,/finnish dance pop/finnish hip hop/finnish pop/iskelma/,0.846,0,0.116,-5.073,0.156,0.584,0.684,0.0213,197.938
7rvl8lvHrwG143oKtVtM4R,24jrxG0tKcwgAzsLuPzyMi,Namewee,/chinese hip hop/mandopop/,0.925,0,0.173,-5.201,0.0388,0.83,0.811,0.0972,130.025
3xfwh8VNnBmeh7HdIkzl1x,4c4TlVWGSvRk1mBfZdYsnX,Gamma1,/dangdut/malaysian pop/,0.834,0.0000616,0.0826,-5.129,0.0356,0.899,0.773,0.216,125.016
6ltPEsP4edATzvinHOzvk2,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,/g funk/gangster rap/hip hop/rap/west coast rap/,0.779,0.000671,0.0605,-3.271,0.235,0.544,0.814,0.175,93.43
5JHNg1hxZFT7TDEphhM4wj,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,/alternative metal/nu metal/post-grunge/rap metal/,0.961,0.00000115,0.553,-4.139,0.132,0.323,0.487,0.0415,170.005
03JMjrsnUgeZNJ5yUJgWbL,17aoRCzkZM3IFEbFqVCuX5,Nash,//,0.664,0,0.114,-9.512,0.0467,0.481,0.741,0.0746,80.493
3eG2nana2IvMbAH57n71Ht,undefined,undefined,undefined,0.478,0,0.562,-6.193,0.0354,0.469,0.638,0.0841,122.98
3zkRnBtA9RYxjkwEdDdfXF,6o7xoNMeAUgi1SVl9rHYNk,Kortez,/polish indie/polish pop/,0.689,0.897,0.323,-9.557,0.0409,0.53,0.662,0.686,110.015
6pyIRpxFSGo6iYIwRtj4xG,4X8QFzZ1HqwPfwDfyjtwXC,Mel TormÃ©,/adult standards/cabaret/christmas/cool jazz/easy listening/lounge/swing/vocal jazz/,0.104,0,0.157,-22.074,0.0368,0.351,0.233,0.807,79.832
5pfJsMwoRYKampPay8amX0,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,/pop rap/,0.609,0.00000121,0.291,-4.402,0.0694,0.707,0.828,0.0916,109.725
0v2oKrMjzyT1vly0ckIb8l,undefined,undefined,undefined,0.526,0.0113,0.168,-6.741,0.0321,0.68,0.64,0.757,129.979
5VFasLYUqKVUymkLK6L6AG,3Z814BstLaKbLqKHXsht8O,Gripin,/deep turkish rock/turkish alternative/turkish pop/turkish rock/,0.857,0.0000233,0.0882,-5.174,0.0399,0.652,0.59,0.0318,123.012
67q4gnuiG7cfUDW2xKsA9C,undefined,undefined,undefined,0.722,0.00000231,0.0989,-5.531,0.0406,0.497,0.467,0.0533,89.521
1ugI5iU8E5yKoOYMmYbVLE,undefined,undefined,undefined,0.754,0,0.132,-4.923,0.0841,0.607,0.56,0.0856,170.021
4rWCLK8mfQ6JpArmgIT8aK,2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,/sertanejo universitario/,0.678,0,0.887,-3.864,0.0281,0.347,0.56,0.537,95.034
0NiXXAI876aGImAd6rTj8w,undefined,undefined,undefined,0.793,0,0.0528,-4.209,0.0412,0.557,0.746,0.11,104.027
5dgA6aIoYJvTz48qAI0rPf,1QJbbsxg2wqidJj51d3otw,Natos y Waor,/spanish hip hop/trap latino/,0.736,0.00000988,0.113,-4.883,0.043,0.366,0.668,0.326,84.033
13ocGRA0tLxbMTZoPYklPn,5qZLYtTL3ldN6Uw7OXHESR,Sa4,/deep german hip hop/german hip hop/,0.8,0,0.144,-6.042,0.399,0.145,0.553,0.0734,128.422
42D6AEDbOR3GWkFP506yE9,0JKuWiUU9NSMX6aHa2hX6S,Tirpa,/hungarian hip hop/,0.883,0,0.253,-5.578,0.27,0.532,0.773,0.112,85.019
0vpN7maQX6FCaKaVJc8134,7In8YZ3XHuwSNUTEyIO0HA,Xiao Yu,/mandopop/,0.438,0,0.107,-7.253,0.0342,0.294,0.631,0.252,126.137
4QiiB6waaWHi19TxR2lwf4,undefined,undefined,undefined,0.938,0.00000935,0.0806,-4.979,0.0478,0.824,0.723,0.473,100.023
0JhvSNnSHc1N9a6ZTJ4giw,3ktAhWMnoYiz6UpBEKfv5i,Kikki Danielsson,/dansband/danspunk/europop/swedish folk pop/swedish idol pop/swedish pop/,0.724,0.00000227,0.102,-4.575,0.0322,0.561,0.553,0.153,124.974
3HTDOoRoGvwpmMTIOOQehV,undefined,undefined,undefined,0.778,0,0.247,-5.19,0.0291,0.343,0.677,0.265,97.97
62dl5DE8Moae6tVOgMWNKR,3egWSWp7Y4FyCKIyvXbw7L,Ghali,/italian hip hop/,0.943,0.00000286,0.239,-5.68,0.084,0.915,0.751,0.0437,100
1pIGUxpcyll8BvZpgEBa9U,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,/dance pop/metropopolis/pop/post-teen pop/swedish pop/swedish synthpop/tropical house/,0.792,0.00000262,0.103,-6.084,0.0489,0.283,0.605,0.0438,96.955
5SXEEYJxc5OPoOn5H9SHvX,3Nrfpe0tUJi4K4DXYWgMUX,BTS,/k-pop/,0.768,0,0.12,-4.472,0.0323,0.483,0.618,0.126,113.952
13LoCHeSbhEO3YPyMxjgSY,3X23gpg1vPacr0hBARyxtN,Karpe,/classic norwegian pop/norwegian hip hop/norwegian indie/norwegian pop/norwegian rock/tropical house/,0.676,0.000538,0.202,-6.57,0.0448,0.364,0.62,0.249,150.02
1ALca9LS7SmVbzDdXXXl5z,undefined,undefined,undefined,0.828,0,0.083,-4.195,0.155,0.478,0.616,0.0583,94.872
2PS6YQ9jMpm0uCg4sQ1ygm,7Lmrb6KcIzfkmgbtokjsAL,Mc Don Juan,/brazilian electronica/deep funk carioca/,0.386,0,0.579,-3.39,0.643,0.339,0.752,0.0284,86.555
13C7afV2SBHsR583SEktoP,1lQO7ePBTp5yOfVK9hicoJ,Fidel Rueda,/banda/grupera/norteno/ranchera/regional mexican/regional mexican pop/,0.623,0,0.128,-3.587,0.0298,0.902,0.608,0.522,156.008
6YZdkObH88npeKrrkb8Ggf,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,/dance pop/latin/latin pop/mexican pop/pop/pop quebecois/tropical/,0.904,0,0.226,-3.354,0.0966,0.846,0.724,0.0786,90.999
0z0islLRHRDnx4Cy7Zu3Ru,0Dvx6p8JDyzeOPGmaCIH1L,RAF Camora,/german hip hop/,0.791,0,0.203,-5.802,0.345,0.23,0.43,0.308,93.516
28CWzJEydS0er9hU3TEYyJ,undefined,undefined,undefined,0.78,0.0000106,0.239,-4.555,0.0704,0.535,0.801,0.00307,108.992
1pZdegOXTZ2ftINo3oUuRZ,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,/dance pop/pop/post-teen pop/,0.679,0.000136,0.112,-7.093,0.0644,0.218,0.678,0.301,119.977
6gxcySGdwlisjOUGYmJmB8,7me0S5Z40qVWj3gzyK8aC3,Mc Livinho,/brazilian electronica/deep funk carioca/,0.643,0.0000354,0.18,-4.703,0.0497,0.797,0.751,0.327,95.054
0U050yYuyc2Gq9hrfvfEq8,undefined,undefined,undefined,0.521,0,0.0827,-7.211,0.189,0.619,0.841,0.318,140.032
4e4QorildhmYadOil1CVs9,1M50vUXmDozkpP4jaYnotf,Nick Hissom,//,0.674,0,0.0842,-4.508,0.0327,0.147,0.649,0.00307,95.011
5vSGHOP9IkfnFbMMvmOrSn,2aaGbpl5Y2ykZsNFZM6ofw,Jill Johnson,/europop/swedish folk pop/swedish idol pop/swedish pop/,0.309,0.00555,0.13,-10.103,0.03,0.165,0.232,0.879,91.481
0kL4D4qf5bkMt30voq7A4C,7kG6A2lZMXeaD5YkubF5Kn,Nerone,/italian hip hop/,0.761,0,0.303,-5.71,0.295,0.632,0.773,0.0352,150.065
07ARBxsDbIdAxLwuRCkGJ4,undefined,undefined,undefined,0.709,0.00000703,0.112,-6.625,0.0541,0.668,0.643,0.0782,96.956
71MGHgauMD6aapixtV6Chd,4CuMwzDzEdlUJMEna38VQ0,Dark Polo Gang,/italian alternative/italian hip hop/,0.437,0,0.0953,-4.594,0.273,0.525,0.845,0.396,136.111
0F02KChKwbcQ3tk4q1YxLH,2elBjNSdBE2Y3f0j1mjrql,Jay Chou,/c-pop/mandopop/,0.567,0.000548,0.104,-7.295,0.0242,0.399,0.547,0.276,137.13
78fT1I501xM6CmqE1FwHXk,6o7xoNMeAUgi1SVl9rHYNk,Kortez,/polish indie/polish pop/,0.444,0.321,0.0851,-10.649,0.0346,0.494,0.767,0.863,109.979
3x2fGr5twNOugayPoxcbrS,2yTSi3mdA5WTvy90MwsNcb,Slate,//,0.874,0,0.107,-2.947,0.0758,0.835,0.652,0.183,92.965
1fbenbaBdr8ppDeGMOX121,1sDVuztNhGcetCLChkleDA,Michel TelÃ³,/pagode/sertanejo/sertanejo pop/sertanejo universitario/,0.885,0,0.877,-2.53,0.131,0.471,0.44,0.69,146.149
3wdfLVUhmX64lIyWIIEW8s,undefined,undefined,undefined,0.494,0,0.12,-5.578,0.139,0.24,0.889,0.0247,129.968
6QjYpCYTLhpm7MIr7g62tp,5AAzeysphag0NxJxLbbVla,Columbine,/french hip hop/,0.348,0,0.146,-7.501,0.0642,0.384,0.746,0.423,125.016
7wn5K1YL5vu139wjbIbcYx,0jdNdfi4vAuVi7a6cPDFBM,Lazza,/italian hip hop/,0.566,0.000529,0.0963,-11.818,0.341,0.336,0.587,0.263,74.851
5LJzMjk0q5ehpDcHpRYaAn,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,/dance pop/neo mellow/pop/pop rock/post-teen pop/r&b/talent show/,0.855,0.000187,0.361,-4.373,0.0342,0.547,0.704,0.00134,124.052
1KVQsZPeztZ7GnpVfqAnFX,0fD5BX3LMVhizfqa5K7znw,Rytmeklubben,/norwegian pop/,0.458,0.000012,0.373,-8.417,0.072,0.193,0.461,0.0346,86.001
4P7jh1WyAJkcLqI4Bjk8ap,0lzYw5xI9jgMg8O5i4bTre,LouiVos,/deep dutch hip hop/dutch hip hop/,0.655,0,0.08,-8.538,0.425,0.76,0.833,0.0179,169.957
5D8Nin6waWHFxi4gyP5nda,undefined,undefined,undefined,0.554,0,0.164,-7.2,0.0331,0.434,0.666,0.594,81.998
7Gx0Aqq30umOD1mW9RVDgT,7DdW8Ert3Z36hb1FkaZWiI,Elastinen,/finnish dance pop/finnish hip hop/finnish pop/iskelma/,0.766,0.000233,0.0993,-7.358,0.0859,0.361,0.67,0.0563,115.938
5qzU5GGIeuPtZ9MnjGks7y,7lbSsjYACZHn1MSDXPxNF2,Utada Hikaru,/anime/japanese r&b/,0.864,0,0.32,-3.157,0.0502,0.528,0.561,0.469,99.971
1s7y4gVv6dWhu1oSWZsiFf,undefined,undefined,undefined,0.631,0.0000194,0.145,-8.41,0.0506,0.369,0.728,0.234,119.997
5aGVBVVRgMLBexUbV3bRgC,0jdNdfi4vAuVi7a6cPDFBM,Lazza,/italian hip hop/,0.397,0,0.151,-13.506,0.566,0.356,0.588,0.654,80.112
2RLItlXuO2NILtzK0L4UYX,3wZGTgXg2K2llAU1tdjGdx,Liu Xuan,//,0.356,0,0.106,-9.003,0.0381,0.238,0.459,0.886,127.746
0Ln5tJyLX5qusquBOtq7wf,11wRdbnoYqRddKBrpHt4Ue,Kasabian,/alternative rock/britpop/electronic/garage rock/indie rock/modern rock/pop/rock/,0.741,0.147,0.117,-5.643,0.0311,0.179,0.525,0.0874,117.031
0LqcRfO94p7AJt4SHq3PS3,04XggbrM51GcFPTxBYtRXT,Rostam,/art pop/chamber pop/freak folk/indie folk/indie pop/indie psych-rock/indie rock/indietronica/modern rock/shimmer pop/,0.5,0,0.0879,-8.506,0.0494,0.238,0.375,0.699,118.69
628YuhN8tCBaK52xpRdUbK,6yTAPw3o7oDH7lhj34jvbH,Elva Hsiao,/c-pop/mandopop/,0.438,0.0000182,0.106,-7.309,0.0282,0.201,0.63,0.61,111.985
7EesndxnjB8BgX5XvpqiQU,5aTUKcNsRYdEPhdEh7bOwL,MaJLo,//,0.383,0.000551,0.112,-17.783,0.0407,0.297,0.742,0.475,100.009
7a5Sw0eZgVK9mfQfhkap8R,6Kg9EvjSnEm5swmrvWCJyB,Wanda,/austropop/vienna indie/,0.809,0.0000121,0.106,-4.83,0.048,0.275,0.686,0.262,115.592
6cG9I4PyigCQJu6A6PmgH2,6ytOHdKh4xt4YvF7tz8Zcv,Kalash Criminel,/french hip hop/trap francais/,0.733,0,0.0731,-5.817,0.288,0.417,0.789,0.153,122.937
0urkIfT5vismLuYRfEsoGF,3gz8sBWqcMQ0qsrZIoVphx,Hayce Lemsi,/francoton/french hip hop/trap francais/,0.665,0,0.102,-7.523,0.228,0.249,0.816,0.737,130.045
5x9NZJODOZhowAse65OEGL,1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,/latin/latin hip hop/reggaeton/reggaeton flow/trap latino/tropical/,0.694,0.00000844,0.0938,-6.551,0.212,0.756,0.628,0.43,169.925
3pk19nKnFSl9E4X7gqq10A,5lFhCi03HDneWzvCxGctrT,Jory Boy,/latin/latin hip hop/reggaeton/reggaeton flow/trap latino/tropical/,0.678,0.00000216,0.18,-5.183,0.0762,0.887,0.838,0.154,89.011
6iaDnEu8YGejMmAcDdMSRH,undefined,undefined,undefined,0.62,0,0.0314,-8.035,0.119,0.328,0.594,0.108,147.885
40k5LCBydpXyLZkMulJqzX,3Nrfpe0tUJi4K4DXYWgMUX,BTS,/k-pop/,0.917,0,0.129,-4.464,0.147,0.58,0.66,0.0145,169.993
6Yk3pZPw8hlUBMTeLLLRC1,undefined,undefined,undefined,0.868,0.00024,0.0643,-1.401,0.114,0.784,0.856,0.00749,107.983
75lmNtRj0n7S4zvLIZcgXF,0qV0gTxWFtcuRBh2ax4iV5,Lasse MÃ¥rtenson,/classic finnish pop/classic finnish rock/classic iskelma/,0.22,0.0191,0.377,-13.091,0.0316,0.285,0.258,0.863,82.31
5L3g84IxAkEnaxy9nAfkBr,7rkW85dBwwrJtlHRDkJDAC,NAV,/canadian hip hop/pop/rap/trap music/,0.685,0.012,0.128,-9.142,0.239,0.587,0.868,0.196,140.031
0xbHp9AXvMKteyvGuyGzBM,undefined,undefined,undefined,0.703,0.496,0.122,-5.629,0.069,0.568,0.767,0.264,156.003
34isqXjbTstbYwl2MfdzDq,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,/alternative metal/nu metal/post-grunge/rap metal/,0.584,0,0.203,-6.652,0.0352,0.251,0.608,0.00995,94.956
2WcQ5CaXHqAMF29aevZDfh,undefined,undefined,undefined,0.49,0.000221,0.0608,-8.432,0.0474,0.545,0.687,0.251,91.019
0ulsRBiciReng91DhfVT9D,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,/reggaeton/trap latino/,0.82,0.000171,0.18,-5.821,0.113,0.533,0.72,0.579,169.758
6we4APMY8dZ2JPkkNWqnWZ,7x3eTVPlBiPjXHn3qotY86,KeBlack,/francoton/french hip hop/trap francais/,0.518,0.00000127,0.0998,-9.684,0.0359,0.425,0.825,0.704,120.036
4b5oBON2DgamONUxvP4JyQ,7JthQ6zwNzfxRfIEjp6wUs,HIRAIDAI,//,0.807,0,0.0972,-4.229,0.0441,0.767,0.663,0.634,77.971
3CFKc6AOp0GZ4cEJJcCupQ,undefined,undefined,undefined,0.745,0,0.116,-6.053,0.0332,0.505,0.594,0.0118,129.995
5Aky21wFrbTmm90wcvua4o,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,/australian dance/australian pop/dance pop/eurodance/europop/new wave pop/pop/pop rock/,0.536,0,0.232,-6.719,0.0413,0.595,0.466,0.555,142.195
7DZ0uaQ70sbOTGfmeYZqW2,1MgybycH8k36NX0Ifzlddb,Kenji Wu,/mandopop/,0.779,0,0.0757,-3.762,0.054,0.623,0.781,0.342,100.477
2AtBtTANT1RAWLyAMq6R2k,undefined,undefined,undefined,0.212,0.0000386,0.65,-14.412,0.0412,0.328,0.695,0.889,124.072
1EzeZk23CDv5777vY4mbXe,4uvOZHqwKYuWz1ywTBN5En,ZK,/danish hip hop/deep danish pop/,0.525,0.0000021,0.195,-7.593,0.0818,0.813,0.835,0.272,105
0BpP7O4FoZNjbDwegdOyPD,2EWsHDexsSInArfFkhA2i6,Jireel,/deep swedish hip hop/swedish idol pop/swedish reggae/,0.815,0,0.316,-7.455,0.288,0.482,0.653,0.0206,80.154
0KWQev3eatMHcrGU8MhTnn,6nVcjUJemqpJjc1WevwTvL,La Vela Puerca,/argentine rock/cumbia pop/latin alternative/latin rock/rock en espanol/,0.816,0.0067,0.114,-6.688,0.0264,0.44,0.566,0.442,145.981
2nkDOKekYStzXVCsMYqLTh,02kJSzxNuaWGqwubyUba0Z,G-Eazy,/indie pop rap/pop/rap/,0.538,0,0.0791,-8.921,0.288,0.318,0.837,0.0637,109.943
01tHOHeBwam4SA8h47hUdd,2tppd6KkhK4ULAd217Ecq1,The Coronas,/irish rock/,0.662,0.00000394,0.109,-7.241,0.103,0.452,0.479,0.199,164.435
5sMfjW6KjqOM08KoeUIIKy,2owBL6a90fnWufVtP70K8f,Ada Band,/dangdut/indonesian pop/,0.567,0.0000928,0.109,-7.794,0.0288,0.258,0.444,0.13,136.589
16qbZBcoM7XsvE0W70WvDp,5OZXWMwDhlYBRvoOfcX0sk,Raisa,/indonesian indie/indonesian pop/world worship/,0.573,0,0.108,-6.836,0.029,0.361,0.403,0.695,141.929
7y1v8iaytOstydxjWP7rWk,2IrIxkfver7SZcOsFC0l6Q,Glades,/deep dutch hip hop/dutch hip hop/,0.709,0.00000791,0.162,-5.658,0.301,0.472,0.78,0.164,99.835
1fFFfScICtJAKawW7nhZ6d,2rwLjVHS15sfzciKXXNbgA,Yiyo Sarante,/bachata/latin/merengue/merengue urbano/tropical/,0.811,0,0.323,-3.844,0.0349,0.916,0.649,0.467,92.38
7mGdJWJETc696zijUeZ2FD,55mdlQp6zN8zdyIYB9DDQj,JVG,/finnish dance pop/finnish hip hop/finnish pop/,0.737,0.000114,0.113,-4.89,0.0723,0.354,0.75,0.00595,97.921
6TNz79kvUVVQSM2EhZQVq8,29Ukw6Kx8IyOABZFklKpaX,Supper Moment,/cantopop/,0.745,0,0.288,-6.595,0.0472,0.526,0.399,0.172,156.492
