id,artist_id,artist_name,genres,energy,instrumentalness,liveness,loudness,speechiness,valence,danceability,acousticness,tempo
4p8qhuurSA5UOuMAFiyRSj,4NgNsOXSwIzXlUIJcpnNUp,Sarah McLachlan,/canadian pop/ectofolk/folk/folk-pop/lilith/neo mellow/new wave pop/permanent wave/pop rock/,0.136,0.0000167,0.129,-14.99,0.0356,0.166,0.332,0.972,80.629
6qt4DNJ94JlcYw5aZJP9D1,2mGYHril2LuZodRtTX06BC,Kumi Koda,/j-idol/j-pop/japanese r&b/,0.518,0,0.157,-6.802,0.0309,0.275,0.483,0.167,75.056
6NyW4dUf668rHcdo0HvR6g,4yUvIAm9mSJyLt1WLrOxAZ,Mecna,/italian alternative/italian hip hop/,0.518,0,0.0752,-8.89,0.279,0.561,0.636,0.372,72.721
11CSiZLEG9zCMfiMXQlFtt,undefined,undefined,undefined,0.611,0.0272,0.0588,-6.889,0.0992,0.866,0.807,0.338,100.373
5O15xPvlUyf6WYJqNP96vc,undefined,undefined,undefined,0.918,0,0.0797,-4.503,0.219,0.45,0.852,0.476,111.985
75JFxkI2RXiU7L9VXzMkle,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,/permanent wave/pop/,0.442,0.0000171,0.11,-7.224,0.0243,0.212,0.56,0.727,146.448
4gfF47xR1aX8TzEESdLicj,6FgvbauqkRDLhAB6Jv8HWK,é½Šæ™¨,//,0.43,0.00000477,0.086,-10.34,0.0493,0.281,0.553,0.85,111.2
2hlifRYLYFRiPN9XmRkCFz,0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,/latin/latin hip hop/pop/reggaeton/tropical/,0.772,0,0.152,-5.325,0.0489,0.559,0.75,0.0515,93.009
4ClMraotykv6lBNoPUECdU,undefined,undefined,undefined,0.59,0.00000339,0.108,-6.187,0.0404,0.305,0.428,0.102,120.38
17DfKcV1gBdfMBdzsf4NQx,3R3WEsfL1WC1zLiz3XG9K5,miwa,/anime/j-idol/j-pop/j-rock/japanese r&b/,0.507,0,0.293,-6.175,0.0287,0.396,0.47,0.354,149.601
5aspgVO0MxLbOWLxKMCqio,75axmxcpFNiQiMTZFWGMWn,Kilian & Jo,//,0.683,0.00115,0.219,-6.635,0.0433,0.381,0.789,0.0296,124.982
5e5OmvGU3zop1iyjAaVlxp,2QcZxAgcs2I1q7CtCkl6MI,Eason Chan,/c-pop/cantopop/mandopop/,0.559,0,0.0951,-7.852,0.235,0.893,0.629,0.629,169.926
71dJPFURewwzrFZn6Wglee,4uGB0nZ5d1iCXS3sHR3pzm,GÃ¶khan TÃ¼rkmen,/deep turkish rock/turkish pop/turkish rock/,0.446,0.0000229,0.0957,-11.908,0.0476,0.395,0.676,0.44,122.546
0A2h9QjoPdbVwa9LFiijqM,undefined,undefined,undefined,0.687,0,0.134,-5.667,0.0722,0.692,0.777,0.0385,89.998
5tqMNGtNxhFTq3H4RnPLhC,6J0Y4CoGMKL5RyeozHnVKl,FDVM,/deep house/deep tropical house/tropical house/,0.737,0.00000202,0.086,-7.295,0.046,0.277,0.739,0.126,108.004
2Pw44a20tjxfpohMCtM3zY,4CuMwzDzEdlUJMEna38VQ0,Dark Polo Gang,/italian alternative/italian hip hop/,0.768,0.0000154,0.0544,-5.524,0.0444,0.358,0.774,0.147,125.971
7uUEdUUR7ND7IYZhtiysoQ,2E6AK3UPEGCvjnzuygCh2h,Night Skinny,/italian alternative/italian hip hop/,0.857,0,0.0953,-4.319,0.242,0.738,0.51,0.371,127.55
3lSDIJ2abCrOdDJ6pshUap,undefined,undefined,undefined,0.624,0,0.145,-5.397,0.0698,0.39,0.667,0.258,124.012
3nbwh7bLMjoyZadjRMItz4,4WNxiqxAHcXWK9jWdevCIn,Zbigniew Wodecki,/classic polish pop/polish pop/,0.642,0.000042,0.242,-5.646,0.0462,0.299,0.229,0.699,172.741
1RPMDcIljymdp7dSgTfhls,0JTMRuiDzOCjWuYtWMgv2s,Haloo Helsinki!,/finnish dance pop/finnish pop/iskelma/suomi rock/,0.9,0.00181,0.377,-5.852,0.0875,0.454,0.612,0.0188,129.9
06mDx5gBSdL4lvjBz7MQgJ,5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,/german hip hop/,0.578,0.0000282,0.101,-7.54,0.092,0.474,0.726,0.161,120.041
3lkz1O0KSXBKqYHwaqkIcj,0O0hxUrO2PKxZknken3R24,Suchmos,/j-dance/j-rap/j-rock/japanese city pop/japanese r&b/,0.949,0.000256,0.0905,-6.003,0.0404,0.879,0.659,0.0129,99.997
1251zJyy2Po9qZB0Hig4q9,2EuQqDENk0vVonzvKya24Q,Heikki Kuula,/finnish dance pop/finnish hip hop/,0.929,0.000946,0.0296,-3.758,0.0919,0.923,0.88,0.0226,104.997
2mfahQ0EaaZWq4cFNg6A1o,2ySHS7UojGu20XfUPaBlyu,Devin Dawson,/contemporary country/,0.668,0,0.216,-5.488,0.0291,0.635,0.634,0.14,80.989
0AGAlxajK7xQN19o1eplzS,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,/pop/,0.747,0,0.067,-6.285,0.0708,0.182,0.508,0.0132,122.004
5swet7SN0apSl38ZtRZCxH,4aeIWo5CMF1uRmqgJdwkZW,JoaquÃ­n Sabina,/cantautor/nueva cancion/rock en espanol/spanish pop/trova/,0.401,0,0.0969,-6.987,0.0501,0.418,0.601,0.337,111.31
2Pr1nZpt8A8WP7QYpyq6L3,2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,/album rock/classic rock/folk rock/mellow gold/pop rock/rock/roots rock/singer-songwriter/soft rock/,0.315,0.0000229,0.206,-13.79,0.0271,0.575,0.537,0.588,86.813
3abKAw6reL2U3vhAe98ZsY,undefined,undefined,undefined,0.771,0.00000251,0.105,-4.358,0.0483,0.686,0.766,0.166,113.946
1V0SPJTGUG4kQbiGj23DeN,51MxI9mWmRMPLK9eNlyQ7o,3robi,/deep dutch hip hop/dutch hip hop/,0.672,0,0.101,-8.122,0.359,0.456,0.8,0.0587,77.28
0Rgi733bscb4I8FLsat1yQ,0jdNdfi4vAuVi7a6cPDFBM,Lazza,/italian hip hop/,0.52,0.000198,0.0569,-7.481,0.267,0.566,0.788,0.0733,83.037
21yRtB6B8EMounImAfHRCP,4V8LLVI7PbaPR0K2TGSxFF,Tyler The Creator,/hip hop/indie r&b/pop/pop rap/rap/,0.485,0,0.122,-9.671,0.331,0.144,0.706,0.337,115.414
12BTlaSwSGkH1bdgfwiv0l,undefined,undefined,undefined,0.164,0.0000102,0.232,-17.17,0.0332,0.101,0.466,0.364,122.913
31mqc7EKPsJf3pe6H5jEfC,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,/gangster rap/hip hop/pop rap/rap/trap music/underground hip hop/,0.877,0,0.0481,-4.694,0.371,0.557,0.553,0.166,166.242
6Z8R6UsFuGXGtiIxiD8ISb,undefined,undefined,undefined,0.821,0.00232,0.101,-4.838,0.0325,0.791,0.656,0.000194,117.948
7x5xYW5W42OGPAdHUyyguy,4TH4BHy0LdBi3dpBW4P2UX,R. City,/alternative r&b/,0.671,0,0.0452,-5.709,0.0678,0.55,0.509,0.304,118.413
4PVGoQYzGo72ZdSsgy8dy4,1jE8NLRTyT22UKfZ8AGRDm,Mike Lyte,/hip hop tuga/,0.469,0,0.116,-8.525,0.195,0.781,0.853,0.177,106.538
5kasuQTaCG7cYfE1wZA4DO,7aRC4L63dBn3CiLDuWaLSI,G.E.M.,/cantopop/mandopop/,0.841,0,0.0632,-3.866,0.0435,0.36,0.629,0.0143,102.996
1s46xFwjfRUkRlPlX3PwPk,2bxxlINUlcMQQb39K7IopR,Abraham Mateo,/latin arena pop/latin pop/reggaeton/spanish pop/,0.646,0.0000133,0.16,-4.598,0.117,0.256,0.791,0.135,92.026
6Lh85Pe18pqvNdDoWgTVUC,undefined,undefined,undefined,0.64,0.0000461,0.268,-4.432,0.0378,0.351,0.341,0.192,86.006
0N3gvk8qWjQ4gLye4FFlrI,15g2N69hNuvVjSUqa9Entz,El Gran MartÃ­n ElÃ­as,/vallenato/,0.776,0,0.279,-5.022,0.0789,0.691,0.667,0.711,159.871
5wqbrRK8dhrW1rByRnQ1V2,6HTUcOExehqydqa7C3usAa,Abel Pintos,/argentine rock/folklore argentino/,0.703,0,0.944,-7.455,0.0602,0.221,0.495,0.435,103.624
0OY3anAsi7yBJQqmeOPNsg,6V1SwiosQqf5XvmoTMCGa9,Dear Jane,/c-pop/cantopop/,0.626,0,0.104,-3.349,0.0338,0.353,0.322,0.0536,124.895
000xQL6tZNLJzIrtIgxqSl,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,/dance pop/pop/post-teen pop/,0.627,0,0.0852,-6.029,0.0644,0.524,0.748,0.131,120.963
6PCUP3dWmTjcTtXY02oFdT,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,/pop/,0.834,0.0000114,0.14,-4.868,0.0989,0.471,0.461,0.0232,135.007
1dPkeE7mc6JoMMifQRBfPn,undefined,undefined,undefined,0.966,0.0011,0.283,-2.202,0.093,0.514,0.386,0.00106,188.126
4MdynaFdVMbCEzKDWYGdfC,28gf2piFx6cAKOMIwcky5a,A-Lin,/mandopop/,0.436,0,0.0799,-8.016,0.038,0.2,0.629,0.73,120.015
2mfUa8bLs2s5N4VaqJZ4lZ,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,/dance pop/pop/post-teen pop/,0.57,0,0.0891,-7.132,0.0888,0.406,0.755,0.0416,102.991
1N0Gb7lGD5UNOU4QF7cfYC,7F2utINZ6tSokSiZTQBE27,Gue Pequeno,/italian hip hop/swiss hip hop/,0.783,0,0.0413,-5.748,0.082,0.653,0.666,0.094,87.043
4fy6HNnu1XXq2j1Y56EP2H,undefined,undefined,undefined,0.585,0,0.132,-6.029,0.154,0.199,0.664,0.189,159.888
5uaqyNQGyYQ9xhWuBYq21C,5Qu01cJnOW2RdSKH2bcaIG,Mundo Segundo,/hip hop tuga/,0.924,0,0.281,-4.521,0.22,0.701,0.595,0.259,94.094
5emXZceF16G9VhA2A7AZa0,2iReGc3ItZlbaaSWymMJve,Manuellsen,/deep german hip hop/german hip hop/,0.633,0,0.292,-8.96,0.132,0.471,0.675,0.117,128.1
6xQs6y6CpDqK9VKCktApEL,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,/opm/,0.244,0,0.092,-9.917,0.0361,0.385,0.58,0.808,82.121
3nhBeXdPu1FNJGy3jMSygq,7crp1tZcefnjT5RuL6WZQ0,Slow J,/hip hop tuga/,0.452,0.000303,0.127,-10.234,0.884,0.121,0.552,0.302,204.311
3JwJkDP43NrY9Gnxg7g6ZK,190bkHbFrRvEhcB7Zpuv3y,Waa Wei,/mandopop/taiwan indie/,0.773,0.00000158,0.0536,-6.903,0.0474,0.747,0.728,0.0846,123.95
4uBPCMjlHaf8xXGYUjUGma,3cVhY39TVT2XE1iJD9B6kZ,Los Hidalgos,//,0.559,0,0.319,-10.467,0.035,0.791,0.681,0.792,125.175
1hsvFo7ECcXn617aFGqSfG,undefined,undefined,undefined,0.904,0.185,0.119,-7.114,0.0407,0.775,0.414,0.00109,157.921
4DdyhwFkSDX2sFHGupJAOn,undefined,undefined,undefined,0.683,0.00000228,0.0632,-7.556,0.437,0.85,0.741,0.183,113.074
2nMeu6UenVvwUktBCpLMK9,undefined,undefined,undefined,0.425,0.0000309,0.11,-8.924,0.0372,0.136,0.307,0.271,108.693
0vnrhysrKKRdNYFKLAGzRc,6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,/argentine hip hop/trap latino/,0.753,0,0.108,-3.011,0.0486,0.462,0.834,0.342,113.058
5xpScO7frkFncHij08H2C8,4cSYNpczcvTUpnPMFDLsIc,Tungevaag & Raaban,/dance pop/deep pop edm/edm/norwegian pop/tropical house/,0.776,0,0.0638,-4.565,0.0925,0.367,0.584,0.046,167.956
2JpVN2ofqIdAfaAVaoevt6,7FGPqGAnNztJ6mQniyFLt9,Vic9,/deep dutch hip hop/dutch hip hop/,0.524,0.000238,0.271,-8.927,0.435,0.312,0.726,0.627,130.004
57dO9ESNS7wcyxcabeByIm,0UWZUmn7sybxMCqrw9tGa7,Juanes,/colombian pop/cumbia/latin/latin pop/mexican pop/pop/rock en espanol/tropical/,0.513,0.00000445,0.0855,-9.384,0.144,0.428,0.604,0.739,90.087
4GymRrwWNdMXIHmjcJvxqq,4d2zOuYJHBPJTpVblHEKJb,Mondo Grosso,/future funk/j-dance/japanese city pop/japanese jazz/japanese jazztronica/japanese r&b/shibuya-kei/,0.856,0,0.185,-4.055,0.0772,0.408,0.408,0.0172,94.672
79Fokg2d8ly9qSL58E1kaZ,undefined,undefined,undefined,0.908,0,0.0755,-4.352,0.101,0.914,0.798,0.652,99.99
3eYnKe0LhQA1B5HEkQaRTP,undefined,undefined,undefined,0.441,0,0.103,-9.436,0.0292,0.172,0.522,0.44,103.231
4Z3qm2aWGTJuJKnv3EWwyD,undefined,undefined,undefined,0.818,0.00000346,0.0687,-3.649,0.0843,0.469,0.886,0.218,95.05
00rcHIFUm9xW8Kp9Xthq9Y,4VuARVJiWGsH2msKTdsKdQ,Veysel,/albanian hip hop/deep german hip hop/german hip hop/,0.481,0,0.221,-9.08,0.0964,0.691,0.648,0.75,75.028
2ttzli3A7SOXUvMv69xEKs,undefined,undefined,undefined,0.719,0,0.139,-7.064,0.108,0.635,0.816,0.321,100.023
6FwiZxKXipsyGw2CVZOzol,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,/dance pop/pop/pop rap/r&b/rap/,0.503,0.00000152,0.124,-5.646,0.209,0.0636,0.725,0.0144,153.047
4lESS6vuruP6a79KWRaQou,undefined,undefined,undefined,0.768,0.0000225,0.162,-5.401,0.122,0.765,0.871,0.283,98.989
69RasNFxqhiyy75JDHsrIS,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,/pop/,0.603,0.011,0.147,-7.656,0.0378,0.619,0.731,0.645,96.973
3atqC7XGLtNtPNROpmyLyM,6dKdNHGdsBvEeNDxXV8AMP,Ensi,/italian hip hop/,0.928,0,0.226,-5.627,0.215,0.629,0.645,0.373,147.966
06ZpMjkNdIDKVf3mK29UiC,0NGAZxHanS9e0iNHpR8f2W,Alok,/electro house/,0.84,0.0000128,0.066,-3.939,0.0349,0.569,0.722,0.0447,124.003
3q84wTb62X3KNrWRE8zOqT,2KDatnX1EbQhSUXztNEX8Y,Elias Kaskinen & PÃ¤ivÃ¤n Sankarit,/finnish dance pop/finnish pop/iskelma/,0.547,0.00000328,0.148,-7.713,0.028,0.282,0.488,0.115,146.064
5ptI5YZ7PF42uSLcAgJEIp,3gvqAUEiJPaGXGuKzjnj8O,Toni Kakko,//,0.702,0.0000576,0.16,-6.372,0.0372,0.188,0.427,0.028,79.691
3XmlyO6IhBbhvWszwk0ZDW,7n1XMwvxPf10t4OX6h6Ufy,Nando Reis,/brazilian rock/mpb/,0.541,0,0.0986,-8.841,0.0316,0.719,0.511,0.398,73.931
4WrS6vezaPwOafKJmHqMEU,undefined,undefined,undefined,0.669,0,0.181,-6.058,0.144,0.661,0.887,0.16,123.967
2WM1QOmbn4TP0ZFcNOsj2x,3AlRiyjMywTVNzTcHbf9QT,Lil' Kleine,/deep dutch hip hop/dutch hip hop/,0.538,0.00153,0.0533,-8.352,0.0652,0.623,0.876,0.12,124.055
4sVBJjHVPBkHNokNeRpy23,5Mq7iqCWBzofK39FBqblNc,Jessie Ware,/indie r&b/neo soul/pop/,0.444,0.0000295,0.307,-7.861,0.0553,0.309,0.494,0.0143,70.003
4BIxFXNRMwhGXJjUKlM7aJ,1U5zgr455OGyIkLNXvDdrf,Traditional,/sleep/,0.132,0.00888,0.0588,-18.15,0.0408,0.14,0.184,0.978,86.749
15rn9UNrC8bx2sTXCJQYc0,undefined,undefined,undefined,0.771,0,0.101,-5.577,0.0365,0.596,0.567,0.252,137.014
4oELKeBS6hWwN3CTuN6acA,0E6oEhZZtQvj811iXQFLrB,Ricky Hsiao,/mandopop/,0.332,0,0.107,-9.044,0.031,0.162,0.483,0.72,113.855
0QIZKDe6cXvstWYFjHYiPF,391oLRVmoTkumiN79HkTWu,Darlene Love,/brill building pop/,0.641,0.00165,0.069,-9.025,0.0436,0.259,0.357,0.298,63.324
631PNbDV1ukHlwIosdPR30,undefined,undefined,undefined,0.865,0,0.0406,-1.96,0.0568,0.847,0.801,0.208,100.055
6jMLInOi9w4QqfS51gWLGv,undefined,undefined,undefined,0.455,0.0000056,0.0869,-7.377,0.0316,0.374,0.597,0.662,111.88
1iLv1ieT9BZ3qsti9yTCnG,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,/bachata/latin/tropical/,0.725,0,0.0821,-5.965,0.0676,0.598,0.802,0.574,128.04
5IzsN9YiN576rmX3fgDgXl,undefined,undefined,undefined,0.614,0.0000223,0.128,-9.29,0.155,0.501,0.494,0.446,176.248
5FYRDy9dLVi2uTa8httrVk,11wRdbnoYqRddKBrpHt4Ue,Kasabian,/alternative rock/britpop/electronic/garage rock/indie rock/modern rock/pop/rock/,0.926,0,0.0473,-3.864,0.0932,0.551,0.486,0.00301,139.985
6xqAP7kpdgCy8lERQHh29c,58wXmynHaAWI5hwlPZP3qL,Booba,/belgian hip hop/french hip hop/trap francais/,0.844,0.0175,0.114,-4.178,0.0585,0.258,0.734,0.18,143.936
4ccv9Mfcsc3MpaSi9h9tH6,5Nf5yishRW9Ye174sJISkg,London On Da Track,//,0.639,0,0.095,-5.382,0.206,0.644,0.72,0.452,101.005
2mmhMxoCsqPOfdwP7h8mrX,3jyrPJm2LPWOH2Q6Wy2W4e,Cinco Cinco,//,0.867,0.313,0.156,-5.589,0.0402,0.508,0.705,0.00528,124.013
2hERd854sHNp9fX139mEFs,3PtEOX0PJSh7ndOL4tP0NR,Z.E,/deep swedish hip hop/,0.546,0,0.173,-11.453,0.44,0.621,0.605,0.411,126.375
6Flllj0iIJPwXUpxL9KdxC,undefined,undefined,undefined,0.5,0,0.0929,-7.399,0.0362,0.355,0.51,0.402,142.069
0UACObCoT1QlNDYroo7EJC,5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,/folk-pop/lilith/neo mellow/pop rock/,0.768,0,0.112,-5.721,0.0437,0.652,0.597,0.21,100.421
1YAy8hciwQxwW9ZMRXUR0X,6OiHleP2bHM18dXq4aZQWt,The Coral,/alt-indie rock/britpop/garage rock/indie rock/modern rock/,0.718,0.000493,0.1,-6.669,0.0314,0.968,0.428,0.294,199.107
46oQDRv4Q7uE1ebEmiQ0w2,6wcT500uQzB1eQ0XhAnnGv,BangBros,/deep dutch hip hop/dutch hip hop/,0.587,0.00016,0.147,-4.608,0.189,0.72,0.878,0.229,124.934
0vykxEcemqcaNB758Da3Z5,1fKEt9S1A4iszlgL9rFjPR,Reed Deming,/teen pop/,0.858,0,0.114,-3.03,0.0287,0.61,0.521,0.00645,125.911
0yOGHkmTFfH3wT4NsTZnHA,2eh8cEKZk4VeruUrGq748D,Rim'K,/arabic hip hop/francoton/french hip hop/trap francais/,0.798,0,0.098,-6.991,0.18,0.396,0.792,0.156,90.015
4K1vOdIFqskQv3zoI0FdAk,2wY79sveU1sp5g7SokKOiI,Sam Smith,/pop/,0.404,0.000176,0.114,-10.214,0.105,0.148,0.549,0.757,119.726
0Gjl39dqv4sCRT9F15YsB8,3dI4Io8XE33J2o04ZwjR0Y,LaLa Hsu,/c-pop/mandopop/,0.674,0.0000199,0.0684,-5.326,0.0375,0.102,0.459,0.0488,155.947
62YfFKVSgYnVsf2ZXmxjV4,1kwzW1IszUiq4Gs9BFesvW,Hornet La Frappe,/francoton/french hip hop/trap francais/,0.531,0,0.119,-7.679,0.0912,0.635,0.792,0.33,130.951
6eT7xZZlB2mwyzJ2sUKG6w,undefined,undefined,undefined,0.568,0,0.0863,-7.678,0.0349,0.321,0.674,0.216,130.081
34LpWATZkEdPw0QxWwDc8E,7kCgo900pQKCYI7eNw6yJ8,KÃ³r Ã–ldutÃºnsskÃ³la,//,0.615,0,0.14,-8.522,0.032,0.462,0.623,0.208,126.015
54DfWSu3aH8Z8nyckQdGNq,3X23gpg1vPacr0hBARyxtN,Karpe,/classic norwegian pop/norwegian hip hop/norwegian indie/norwegian pop/norwegian rock/tropical house/,0.722,0,0.413,-4.291,0.241,0.241,0.508,0.233,82.747
0GeUyDNaZe5LSvyaYS1boH,0ZHPrnImGh4re3TbSNkoZl,Beret,/spanish hip hop/trap latino/,0.407,0,0.135,-9.658,0.425,0.633,0.762,0.51,82.062
3JZw087wBZr8XSGGsSHDgm,3S0tlB4fE7ChxI2pWz8Xip,Giggs,/grime/uk hip hop/,0.793,0.00000237,0.14,-2.218,0.0687,0.262,0.805,0.2,120.128
26hFF9SGOAzBTuEBTPf0zI,6qFrcxPy2n6NfXZniuEvEH,Hanne SÃ¸rvaag,/classic norwegian pop/norwegian pop/,0.141,0.00000552,0.106,-13.83,0.0314,0.383,0.411,0.929,77.946
2bqexboOK1opJI8vjq3ISh,3IW7ScrzXmPvZhB27hmfgy,Jul,/francoton/french hip hop/trap francais/,0.787,0,0.32,-5.795,0.308,0.817,0.836,0.161,144.147
4cXRMnq7rBZb8giHALRJs6,518rTAIFPwQjLUSi4Pdzzn,Tomas Ledin,/classic swedish pop/danspunk/europop/swedish alternative rock/swedish folk pop/swedish idol pop/swedish pop/,0.487,0.000188,0.0858,-11.293,0.0448,0.697,0.608,0.0214,89.601
7z9Ze7S4jm9q8gUQGQVsHt,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,/german hip hop/,0.843,0,0.056,-4.951,0.515,0.438,0.552,0.0687,124.044
71fE89g2425V08kTgCbiKD,6cOn5jBriFvJ1qy817VmMD,Punnany Massif,/hungarian hip hop/hungarian pop/hungarian rock/,0.554,0.00000468,0.131,-7.253,0.0832,0.416,0.762,0.0883,110.056
6Z0XvbeGzalpzS7qcAK5mX,undefined,undefined,undefined,0.615,0,0.0646,-8.274,0.213,0.876,0.82,0.296,143.959
1bjbrByni6uuPwqZvErczU,2aaGbpl5Y2ykZsNFZM6ofw,Jill Johnson,/europop/swedish folk pop/swedish idol pop/swedish pop/,0.655,0,0.335,-5.422,0.0322,0.732,0.37,0.514,164.349
1DFIyhRxaDAbZxTMN0BSBu,1vkYQMWQrfBzvXrMCwe50Y,Amanda,/german pop/,0.66,0.0000325,0.11,-6.381,0.0871,0.353,0.762,0.239,95.963
7cAzfu4sB1xF3f44Rrtldh,1BZg1ebq8ftAkalzJoGq7u,Maggie Chiang,/classic mandopop/mandopop/,0.221,0.000111,0.106,-11.547,0.0359,0.248,0.411,0.754,115.902
7Gh8VCJsO4kHKW0EhMtdz9,4VIGlACQnSacU0b1HTLA7y,Asako Toki,/anime/j-dance/j-rap/japanese city pop/japanese jazz/japanese r&b/shibuya-kei/,0.65,0.000172,0.152,-6.107,0.0496,0.756,0.724,0.0642,120.031
63NTlJWNS65JjsE3QJYr20,undefined,undefined,undefined,0.628,0,0.114,-8.352,0.431,0.644,0.802,0.616,143.946
5jx8tCxiO0uIbo2uNia23K,6jJ0s89eD6GaHleKKya26X,Katy Perry,/dance pop/pop/post-teen pop/,0.434,0,0.0919,-11.542,0.0396,0.352,0.714,0.697,123.942
2ThsJuZclY0qNePQAgIUN2,2TgfGXSqjJI3Neg2lNeptE,De Fellas,/deep dutch hip hop/dutch hip hop/,0.489,0.0000743,0.362,-11.099,0.411,0.0943,0.724,0.0551,159.96
6xLDtOGOXETVRiGoUNSHGy,6bxlchoOipKgLaJKgoCzOZ,Kchiporros,/paraguayan rock/,0.72,0,0.0975,-4.021,0.122,0.887,0.548,0.338,175.908
2XDhuJvvx2wcIROXbfTTYr,7dGJo4pcD2V6oG8kP0tJRR,Eminem,/detroit hip hop/g funk/hip hop/rap/,0.488,0,0.343,-5.628,0.184,0.114,0.886,0.166,130.064
50EsWUxLBSS4nQnTuagVjF,6xdRb2GypJ7DqnWAI2mHGn,MUNA,/indie electro-pop/indie poptimism/indie psych-rock/indietronica/metropopolis/pop/shimmer pop/tropical house/vapor soul/,0.77,0.00000322,0.29,-5.107,0.0407,0.545,0.558,0.0889,90.943
2CBtDxdTSz3MP8yUnA4Xkh,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,/dance pop/edm/pop/post-teen pop/,0.639,0,0.0863,-5.886,0.0369,0.646,0.77,0.139,120.036
1uKjQoh8JZj9ryuYRhpd7E,2nszmSgqreHSdJA3zWPyrW,Luis Miguel,/bolero/latin/latin pop/mariachi/,0.877,0.00000236,0.0627,-3.683,0.0427,0.909,0.78,0.148,133.263
4YtVn3JzsJcaEy198ed5YA,undefined,undefined,undefined,0.754,0,0.0985,-2.295,0.0863,0.747,0.831,0.0641,129.934
24ZqZGoiSeKBYHf10Awj23,3CnCGFxXbOA8bAK54jR8js,Vald,/french hip hop/trap francais/,0.528,0.00023,0.173,-7.749,0.0355,0.145,0.717,0.216,126.976
0ZP2nzojPXNZ4Whjj0xEGo,05yxki8nNmjvmFgadW1Wl5,Ville Tuomi,//,0.824,0.0199,0.348,-5.141,0.0483,0.589,0.468,0.00194,176.105
1HOUzEsetdIPSpAgRPhZQt,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,/dance pop/indie r&b/pop/pop rap/r&b/southern hip hop/urban contemporary/,0.612,0,0.277,-6.379,0.122,0.263,0.708,0.0381,139.913
1fmiCxwEbZFIszITXsV65M,0annXurxTVJKs4QqOqdwGR,El Gucci y Su Banda,/cumbia pop/,0.665,0,0.0879,-8.333,0.103,0.546,0.846,0.154,82.021
2qsM1KHWQHBUEQlk6fOxdA,7dqGBm7HHbJqx8jnGe3KZt,DÄ›tskÃ½ sbor Camerata,//,0.289,0,0.27,-11.24,0.0515,0.964,0.8,0.465,107.964
5Isav56r7Y2c7sQjBHryR8,1eLxAzPSnsl03ajNNihddF,Jayh,/deep dutch hip hop/dutch hip hop/dutch pop/,0.805,0.00962,0.101,-6.078,0.0693,0.555,0.891,0.0285,130.062
0OM36fpNkTq08yVSWQ2h3c,undefined,undefined,undefined,0.324,0.115,0.111,-11.231,0.0333,0.178,0.557,0.644,135.937
5CFQoWd1c8yuA5KAg75NaU,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,/turkish pop/turkish rock/,0.344,0,0.171,-9.113,0.0372,0.322,0.334,0.798,135.056
4iln0giJrfqie4FildAxFT,0HDMwoCS316xhKCZlJPBnc,Sevn Alias,/deep dutch hip hop/dutch hip hop/,0.732,0.000364,0.0843,-7.463,0.26,0.642,0.685,0.572,149.907
4WN9xLkAeINLPLaoeZ9ZW9,undefined,undefined,undefined,0.644,0,0.781,-11.781,0.905,0.866,0.494,0.704,206.13
5kXCVnfbxfq5nKjAVvj3no,undefined,undefined,undefined,0.75,0.0000273,0.0579,-4.431,0.303,0.834,0.387,0.000963,93.114
4rsxx3c7BYGwdp3iOqcxbf,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,/christmas/rock-and-roll/rockabilly/,0.341,0.00177,0.107,-13.232,0.0349,0.515,0.323,0.916,91.216
4kkdvyjjUM38YhSPvseyl8,1E1taJPk3Mh3tRs9uLAu3n,Paulie Garand,/czech hip hop/,0.873,0,0.0792,-2.374,0.0978,0.296,0.636,0.00645,94.959
6AUcZsYOTWcRXQmp7r83VS,3XCnp5UV5wnNw49Xuka9qH,Sammi Cheng,/c-pop/cantopop/classic cantopop/mandopop/,0.282,0,0.128,-13.624,0.0426,0.322,0.526,0.927,127.921
6TKwJTUtnSMsne3QYAUR3d,undefined,undefined,undefined,0.421,0,0.208,-6.308,0.0317,0.275,0.414,0.844,119.634
